Key,NUTS2 Origin,NUTS2 Destination,Distance (km),Time (h)
AT13-BE24,AT13,BE24,1058.97,13.3
AT13-BE25,AT13,BE25,1169.81,14.78
AT13-BE31,AT13,BE31,1067.28,13.34
AT13-BE32,AT13,BE32,1112.2,13.99
AT13-BE33,AT13,BE33,967.92,12.07
AT13-BE34,AT13,BE34,972.01,12.19
AT13-BE35,AT13,BE35,1037.6,12.99
AT13-BG31,AT13,BG31,962.07,10.66
AT13-BG32,AT13,BG32,1131.72,12.65
AT13-BG33,AT13,BG33,1183.61,13.41
AT13-BG34,AT13,BG34,1244.82,13.73
AT13-BG41,AT13,BG41,1018.69,10.87
AT13-BG42,AT13,BG42,1140.93,12.27
AT13-CH01,AT13,CH01,873.16,10.7
AT13-CH02,AT13,CH02,805.12,9.98
AT13-CH03,AT13,CH03,736.55,9.21
AT13-CH04,AT13,CH04,674.04,8.44
AT13-CH05,AT13,CH05,637.96,7.85
AT13-CH06,AT13,CH06,750.12,9.28
AT13-CH07,AT13,CH07,776.93,9.33
AT13-CZ01,AT13,CZ01,285.53,3.14
AT13-CZ02,AT13,CZ02,279.09,3.07
AT13-CZ03,AT13,CZ03,249.4,2.94
AT13-CZ04,AT13,CZ04,380.2,4.33
AT13-CZ05,AT13,CZ05,282.5,2.92
AT13-CZ06,AT13,CZ06,156.3,1.65
AT13-CZ07,AT13,CZ07,206.48,2.16
AT13-CZ08,AT13,CZ08,280.54,3.04
AT13-DE11,AT13,DE11,605.03,7.52
AT13-DE12,AT13,DE12,668.5,8.38
AT13-DE13,AT13,DE13,675.5,8.55
AT13-DE14,AT13,DE14,580.11,7.33
AT13-DE21,AT13,DE21,388.33,4.94
AT13-DE22,AT13,DE22,339.35,4.17
AT13-DE23,AT13,DE23,419.76,5.09
AT13-DE24,AT13,DE24,510.56,6.16
AT13-DE25,AT13,DE25,498.36,6.17
AT13-DE26,AT13,DE26,604.8,7.42
AT13-DE27,AT13,DE27,493.56,6.29
AT13-DE30,AT13,DE30,610.68,6.56
AT13-DE40,AT13,DE40,623.6,6.73
AT13-DE50,AT13,DE50,903.42,10.63
AT13-DE60,AT13,DE60,861.7,9.8
AT13-DE71,AT13,DE71,695.3,8.61
AT13-DE72,AT13,DE72,750.05,9.17
AT13-DE73,AT13,DE73,726.25,8.7
AT13-DE80,AT13,DE80,829.37,8.89
AT13-DE91,AT13,DE91,717.43,8.44
AT13-DE92,AT13,DE92,805.66,9.54
AT13-DE93,AT13,DE93,826.22,9.51
AT13-DE94,AT13,DE94,964.18,11.53
AT13-DEA1,AT13,DEA1,942.5,11.52
AT13-DEA2,AT13,DEA2,884.21,10.94
AT13-DEA3,AT13,DEA3,917.69,11.24
AT13-DEA4,AT13,DEA4,833.6,10
AT13-DEA5,AT13,DEA5,866.46,10.6
AT13-DEB1,AT13,DEB1,810.1,10.06
AT13-DEB2,AT13,DEB2,869.22,10.87
AT13-DEB3,AT13,DEB3,758.35,9.53
AT13-DED2,AT13,DED2,438.04,4.7
AT13-DED4,AT13,DED4,470.01,5.38
AT13-DED5,AT13,DED5,525.2,5.95
AT13-DEE0,AT13,DEE0,638.11,7.27
AT13-DEF0,AT13,DEF0,958.21,10.81
AT13-DEG0,AT13,DEG0,591.82,7.04
AT13-DK01,AT13,DK01,1015.68,10.72
AT13-DK02,AT13,DK02,987.42,10.61
AT13-DK03,AT13,DK03,1077.46,12.04
AT13-DK04,AT13,DK04,1188.72,13.17
AT13-DK05,AT13,DK05,1249.95,13.73
AT13-EE00,AT13,EE00,1592.41,17.63
AT13-EL30,AT13,EL30,1665.33,17.05
AT13-EL41,AT13,EL41,1681.92,17.51
AT13-EL42,AT13,EL42,2028.24,20.9
AT13-EL43,AT13,EL43,1988.09,20.06
AT13-EL51,AT13,EL51,1357.09,14.32
AT13-EL52,AT13,EL52,1221.53,12.7
AT13-EL53,AT13,EL53,1243.93,12.9
AT13-EL54,AT13,EL54,1305.73,13.26
AT13-EL61,AT13,EL61,1363.55,14.04
AT13-EL62,AT13,EL62,1799.28,18.09
AT13-EL63,AT13,EL63,1465.66,14.8
AT13-EL64,AT13,EL64,1513.91,15.53
AT13-EL65,AT13,EL65,1680.97,16.93
AT13-ES11,AT13,ES11,2436.57,28.59
AT13-ES12,AT13,ES12,2174.39,25.74
AT13-ES13,AT13,ES13,2015.75,23.84
AT13-ES21,AT13,ES21,1885.83,22.36
AT13-ES22,AT13,ES22,1877.68,22.15
AT13-ES23,AT13,ES23,1965.52,23.14
AT13-ES24,AT13,ES24,1881.81,21.09
AT13-ES30,AT13,ES30,2193.67,24.55
AT13-ES41,AT13,ES41,2102.1,24.7
AT13-ES42,AT13,ES42,2196.57,24.34
AT13-ES43,AT13,ES43,2490.67,28.53
AT13-ES51,AT13,ES51,1672.8,18.72
AT13-ES52,AT13,ES52,1945.27,21.57
AT13-ES53,AT13,ES53,1777.5,19.43
AT13-ES61,AT13,ES61,2454.58,26.94
AT13-ES62,AT13,ES62,2151.72,23.58
AT13-ES63,AT13,ES63,2644.76,28.75
AT13-FI19,AT13,FI19,2036.26,23.12
AT13-FI1B,AT13,FI1B,1676.93,18.79
AT13-FI1C,AT13,FI1C,1784.18,20.55
AT13-FI1D,AT13,FI1D,2294.99,25.67
AT13-FI20,AT13,FI20,1690.84,18.86
AT13-FR10,AT13,FR10,1182.38,15
AT13-FR21,AT13,FR21,1012.48,12.79
AT13-FR22,AT13,FR22,1186.42,14.95
AT13-FR23,AT13,FR23,1298.46,16.48
AT13-FR24,AT13,FR24,1288.46,16.1
AT13-FR25,AT13,FR25,1439.94,18.3
AT13-FR26,AT13,FR26,1072.55,13.34
AT13-FR30,AT13,FR30,1196.19,15.05
AT13-FR41,AT13,FR41,863.38,10.91
AT13-FR42,AT13,FR42,797.37,9.98
AT13-FR43,AT13,FR43,911.88,11.39
AT13-FR51,AT13,FR51,1487.56,18.73
AT13-FR52,AT13,FR52,1652.26,21.03
AT13-FR53,AT13,FR53,1470.32,18.15
AT13-FR61,AT13,FR61,1598.03,19.14
AT13-FR62,AT13,FR62,1555.34,18.29
AT13-FR63,AT13,FR63,1378.34,16.71
AT13-FR71,AT13,FR71,1127.1,13.55
AT13-FR72,AT13,FR72,1266.83,15.31
AT13-FR81,AT13,FR81,1439.25,16.56
AT13-FR82,AT13,FR82,1212.4,13.86
AT13-FR83,AT13,FR83,1092.9,11.86
AT13-HR03,AT13,HR03,591.76,6.04
AT13-HR04,AT13,HR04,367.65,3.79
AT13-HU10,AT13,HU10,262.32,3.22
AT13-HU21,AT13,HU21,189.59,2.14
AT13-HU22,AT13,HU22,136.04,1.39
AT13-HU23,AT13,HU23,309.22,3.29
AT13-HU31,AT13,HU31,383.38,4.69
AT13-HU32,AT13,HU32,436.67,5.42
AT13-HU33,AT13,HU33,385.42,4.56
AT13-IE01,AT13,IE01,2143.24,27.77
AT13-IE02,AT13,IE02,2157.67,27.83
AT13-ITC1,AT13,ITC1,885.87,10.26
AT13-ITC2,AT13,ITC2,916.93,11
AT13-ITC3,AT13,ITC3,909.26,10.24
AT13-ITC4,AT13,ITC4,750.47,8.61
AT13-ITF1,AT13,ITF1,946.11,9.95
AT13-ITF2,AT13,ITF2,1044.63,11
AT13-ITF3,AT13,ITF3,1147.49,11.99
AT13-ITF4,AT13,ITF4,1069.84,10.93
AT13-ITF5,AT13,ITF5,1171.44,12
AT13-ITF6,AT13,ITF6,1319.17,13.39
AT13-ITG1,AT13,ITG1,1544.31,15.71
AT13-ITG2,AT13,ITG2,1383.67,14.73
AT13-ITH1,AT13,ITH1,508.65,5.95
AT13-ITH2,AT13,ITH2,590.57,6.82
AT13-ITH3,AT13,ITH3,556.23,6.32
AT13-ITH4,AT13,ITH4,448.29,5.03
AT13-ITH5,AT13,ITH5,734.46,8.18
AT13-ITI1,AT13,ITI1,849.47,9.22
AT13-ITI2,AT13,ITI2,891.42,9.6
AT13-ITI3,AT13,ITI3,839.37,8.93
AT13-ITI4,AT13,ITI4,1015.75,10.66
AT13-LT00,AT13,LT00,1087.11,12.22
AT13-LU00,AT13,LU00,917.77,11.47
AT13-LV00,AT13,LV00,1357.6,15.38
AT13-NL11,AT13,NL11,1061.93,12.87
AT13-NL12,AT13,NL12,1100.42,13.51
AT13-NL13,AT13,NL13,1024.69,12.53
AT13-NL21,AT13,NL21,1030.61,12.6
AT13-NL22,AT13,NL22,1027.04,12.76
AT13-NL23,AT13,NL23,1079.8,13.32
AT13-NL31,AT13,NL31,1080.16,13.5
AT13-NL32,AT13,NL32,1148.52,14.26
AT13-NL33,AT13,NL33,1127.44,13.92
AT13-NL34,AT13,NL34,1125.06,14.11
AT13-NL41,AT13,NL41,1049.18,13.02
AT13-NL42,AT13,NL42,979.59,12.13
AT13-PL11,AT13,PL11,560.9,6.14
AT13-PL12,AT13,PL12,666.22,7.48
AT13-PL21,AT13,PL21,447.61,5.35
AT13-PL22,AT13,PL22,380.82,4.31
AT13-PL31,AT13,PL31,719.68,8.62
AT13-PL32,AT13,PL32,591.39,7.27
AT13-PL33,AT13,PL33,550.63,6.36
AT13-PL34,AT13,PL34,829.26,9.52
AT13-PL41,AT13,PL41,608.58,6.51
AT13-PL42,AT13,PL42,715.86,7.54
AT13-PL43,AT13,PL43,544.36,5.63
AT13-PL51,AT13,PL51,388.74,3.97
AT13-PL52,AT13,PL52,381.8,4.05
AT13-PL61,AT13,PL61,712.36,7.61
AT13-PL62,AT13,PL62,855.07,9.32
AT13-PL63,AT13,PL63,839.53,9.12
AT13-PT11,AT13,PT11,2444.46,28.48
AT13-PT15,AT13,PT15,2794.18,30.58
AT13-PT16,AT13,PT16,2560.5,29.56
AT13-PT17,AT13,PT17,2720.82,31.08
AT13-PT18,AT13,PT18,2690.23,30.62
AT13-RO11,AT13,RO11,633.39,7.73
AT13-RO12,AT13,RO12,806.43,9.7
AT13-RO21,AT13,RO21,968.63,11.69
AT13-RO22,AT13,RO22,1142.83,13.26
AT13-RO31,AT13,RO31,998.77,11.53
AT13-RO32,AT13,RO32,1042.64,12.03
AT13-RO41,AT13,RO41,836.18,9.59
AT13-RO42,AT13,RO42,593.13,6.84
AT13-SE11,AT13,SE11,1550.6,16.88
AT13-SE12,AT13,SE12,1462.19,15.53
AT13-SE21,AT13,SE21,1303.58,14.15
AT13-SE22,AT13,SE22,1062.9,11.13
AT13-SE23,AT13,SE23,1314.21,13.84
AT13-SE31,AT13,SE31,1694.51,18.04
AT13-SE32,AT13,SE32,1989.68,21.91
AT13-SE33,AT13,SE33,2387.01,27.48
AT13-SI03,AT13,SI03,302.53,3.1
AT13-SI04,AT13,SI04,428.37,4.56
AT13-SK01,AT13,SK01,95.58,1.15
AT13-SK02,AT13,SK02,169.61,2.08
AT13-SK03,AT13,SK03,280.32,3.41
AT13-SK04,AT13,SK04,445.42,5.49
AT13-UKC1,AT13,UKC1,1672.33,20.95
AT13-UKC2,AT13,UKC2,1675.35,21.91
AT13-UKD1,AT13,UKD1,1732.07,21.99
AT13-UKD3,AT13,UKD3,1659.03,21.1
AT13-UKD4,AT13,UKD4,1693.34,21.55
AT13-UKD6,AT13,UKD6,1674.31,21.3
AT13-UKD7,AT13,UKD7,1698.85,22.02
AT13-UKE1,AT13,UKE1,1527.04,19.25
AT13-UKE2,AT13,UKE2,1614.57,20.38
AT13-UKE3,AT13,UKE3,1599.45,20.59
AT13-UKE4,AT13,UKE4,1610.03,20.42
AT13-UKF1,AT13,UKF1,1583.79,20.46
AT13-UKF2,AT13,UKF2,1519.83,19.4
AT13-UKF3,AT13,UKF3,1541.93,19.79
AT13-UKG1,AT13,UKG1,1599.95,20.5
AT13-UKG2,AT13,UKG2,1621.31,20.81
AT13-UKG3,AT13,UKG3,1582.83,20.29
AT13-UKH1,AT13,UKH1,1393.74,17.66
AT13-UKH2,AT13,UKH2,1470.07,18.71
AT13-UKH3,AT13,UKH3,1383.33,17.57
AT13-UKI3,AT13,UKI3,1418.41,18.19
AT13-UKI4,AT13,UKI4,1410.46,18.08
AT13-UKI5,AT13,UKI5,1410.96,18.06
AT13-UKI6,AT13,UKI6,1415.92,18.15
AT13-UKI7,AT13,UKI7,1429.85,18.34
AT13-UKJ1,AT13,UKJ1,1497.39,19.23
AT13-UKJ2,AT13,UKJ2,1435.03,18.39
AT13-UKJ3,AT13,UKJ3,1518.35,19.47
AT13-UKJ4,AT13,UKJ4,1350.13,17.3
AT13-UKK1,AT13,UKK1,1588.55,20.41
AT13-UKK2,AT13,UKK2,1611.28,20.76
AT13-UKK3,AT13,UKK3,1823.39,23.47
AT13-UKK4,AT13,UKK4,1717.82,22.14
AT13-UKL1,AT13,UKL1,1769.1,22.73
AT13-UKL2,AT13,UKL2,1679.57,21.6
AT13-UKM2,AT13,UKM2,1843.42,24
AT13-UKM3,AT13,UKM3,1854.98,24.4
AT13-UKM5,AT13,UKM5,2000.74,25.87
AT13-UKM6,AT13,UKM6,2130.56,27.56
AT13-UKN0,AT13,UKN0,2042.34,26.93
AT21-AT11,AT21,AT11,289.78,3.36
AT21-AT12,AT21,AT12,311.08,3.54
AT21-AT13,AT21,AT13,300.17,3.42
AT21-AT21,AT21,AT21,0,0
AT21-AT22,AT21,AT22,127.96,1.48
AT21-AT31,AT21,AT31,226.95,2.47
AT21-AT32,AT21,AT32,114.6,1.27
AT21-AT33,AT21,AT33,247.12,2.89
AT21-AT34,AT21,AT34,410.44,4.92
AT21-BE10,AT21,BE10,997.71,11.86
AT21-BE21,AT21,BE21,1014.05,12.05
AT21-BE22,AT21,BE22,943.23,11.1
AT21-BE23,AT21,BE23,1044.74,12.48
AT21-BE24,AT21,BE24,994.79,11.81
AT21-BE25,AT21,BE25,1090.36,13.15
AT21-BE31,AT21,BE31,975.92,11.6
AT21-BE32,AT21,BE32,999.95,12.09
AT21-BE33,AT21,BE33,892,10.53
AT21-BE34,AT21,BE34,859.08,10.33
AT21-BE35,AT21,BE35,924.67,11.12
AT21-BG31,AT21,BG31,1063.57,12.19
AT21-BG32,AT21,BG32,1244.38,14.33
AT21-BG33,AT21,BG33,1328.01,15.28
AT21-BG34,AT21,BG34,1337.54,15.18
AT21-BG41,AT21,BG41,1093.48,12.3
AT21-BG42,AT21,BG42,1215.72,13.7
AT21-CH01,AT21,CH01,688.54,8.16
AT21-CH02,AT21,CH02,650.31,7.72
AT21-CH03,AT21,CH03,581.74,6.95
AT21-CH04,AT21,CH04,522.91,6.22
AT21-CH05,AT21,CH05,449.04,5.35
AT21-CH06,AT21,CH06,568.77,6.76
AT21-CH07,AT21,CH07,520.48,6.16
AT21-CZ01,AT21,CZ01,482.06,5.09
AT21-CZ02,AT21,CZ02,482.63,5.11
AT21-CZ03,AT21,CZ03,389.05,4.14
AT21-CZ04,AT21,CZ04,524.64,5.5
AT21-CZ05,AT21,CZ05,564.53,6.11
AT21-CZ06,AT21,CZ06,455.25,5.07
AT21-CZ07,AT21,CZ07,505.43,5.59
AT21-CZ08,AT21,CZ08,579.5,6.46
AT21-DE11,AT21,DE11,504.99,5.77
AT21-DE12,AT21,DE12,556.35,6.55
AT21-DE13,AT21,DE13,555.18,6.6
AT21-DE14,AT21,DE14,461.64,5.46
AT21-DE21,AT21,DE21,288.17,3.27
AT21-DE22,AT21,DE22,288.96,3.04
AT21-DE23,AT21,DE23,389.79,4.15
AT21-DE24,AT21,DE24,511.57,5.52
AT21-DE25,AT21,DE25,451.7,5.01
AT21-DE26,AT21,DE26,558.92,6.29
AT21-DE27,AT21,DE27,374.84,4.38
AT21-DE30,AT21,DE30,801.91,8.41
AT21-DE40,AT21,DE40,802.09,8.43
AT21-DE50,AT21,DE50,987.15,10.83
AT21-DE60,AT21,DE60,954.78,10.15
AT21-DE71,AT21,DE71,647.42,7.36
AT21-DE72,AT21,DE72,702.18,7.91
AT21-DE73,AT21,DE73,706.28,7.84
AT21-DE80,AT21,DE80,1020.6,10.75
AT21-DE91,AT21,DE91,793.55,8.64
AT21-DE92,AT21,DE92,873.25,9.56
AT21-DE93,AT21,DE93,918.15,9.83
AT21-DE94,AT21,DE94,1007.28,11.22
AT21-DEA1,AT21,DEA1,894.63,10.27
AT21-DEA2,AT21,DEA2,836.33,9.69
AT21-DEA3,AT21,DEA3,910.53,10.25
AT21-DEA4,AT21,DEA4,840.1,9.33
AT21-DEA5,AT21,DEA5,836.57,9.51
AT21-DEB1,AT21,DEB1,744.2,8.61
AT21-DEB2,AT21,DEB2,793.6,9.39
AT21-DEB3,AT21,DEB3,664.15,7.84
AT21-DED2,AT21,DED2,647.4,6.87
AT21-DED4,AT21,DED4,569.54,6.03
AT21-DED5,AT21,DED5,656.91,6.94
AT21-DEE0,AT21,DEE0,731.2,7.61
AT21-DEF0,AT21,DEF0,1051.3,11.15
AT21-DEG0,AT21,DEG0,640.51,6.87
AT21-DK01,AT21,DK01,1189.37,12.43
AT21-DK02,AT21,DK02,1137.58,11.8
AT21-DK03,AT21,DK03,1190.59,12.79
AT21-DK04,AT21,DK04,1281.81,13.51
AT21-DK05,AT21,DK05,1370.48,14.43
AT21-EE00,AT21,EE00,1891.37,21.05
AT21-EL30,AT21,EL30,1608.53,16.63
AT21-EL41,AT21,EL41,1756.7,18.94
AT21-EL42,AT21,EL42,1971.44,20.49
AT21-EL43,AT21,EL43,1931.29,19.65
AT21-EL51,AT21,EL51,1431.88,15.75
AT21-EL52,AT21,EL52,1296.31,14.13
AT21-EL53,AT21,EL53,1251.61,13.25
AT21-EL54,AT21,EL54,1168.63,12.14
AT21-EL61,AT21,EL61,1414.95,14.74
AT21-EL62,AT21,EL62,1662.18,16.97
AT21-EL63,AT21,EL63,1328.56,13.69
AT21-EL64,AT21,EL64,1509.98,15.65
AT21-EL65,AT21,EL65,1543.87,15.81
AT21-ES11,AT21,ES11,2257.74,25.91
AT21-ES12,AT21,ES12,1995.56,23.05
AT21-ES13,AT21,ES13,1836.92,21.16
AT21-ES21,AT21,ES21,1707,19.67
AT21-ES22,AT21,ES22,1655.76,18.92
AT21-ES23,AT21,ES23,1749.76,19.96
AT21-ES24,AT21,ES24,1586.11,17.72
AT21-ES30,AT21,ES30,1897.98,21.18
AT21-ES41,AT21,ES41,1923.26,22.01
AT21-ES42,AT21,ES42,1900.88,20.97
AT21-ES43,AT21,ES43,2232.62,24.73
AT21-ES51,AT21,ES51,1377.1,15.34
AT21-ES52,AT21,ES52,1649.57,18.2
AT21-ES53,AT21,ES53,1481.8,16.06
AT21-ES61,AT21,ES61,2158.89,23.57
AT21-ES62,AT21,ES62,1856.03,20.2
AT21-ES63,AT21,ES63,2349.06,25.37
AT21-FI19,AT21,FI19,2333,26.67
AT21-FI1B,AT21,FI1B,1973.67,22.34
AT21-FI1C,AT21,FI1C,2080.92,24.1
AT21-FI1D,AT21,FI1D,2591.73,29.22
AT21-FI20,AT21,FI20,1959.27,22.43
AT21-FR10,AT21,FR10,1058.67,12.87
AT21-FR21,AT21,FR21,899.15,10.94
AT21-FR22,AT21,FR22,1073.09,13.09
AT21-FR23,AT21,FR23,1185.12,14.62
AT21-FR24,AT21,FR24,1137.87,13.85
AT21-FR25,AT21,FR25,1326.61,16.45
AT21-FR26,AT21,FR26,921.96,11.09
AT21-FR30,AT21,FR30,1083.26,13.18
AT21-FR41,AT21,FR41,750.05,9.06
AT21-FR42,AT21,FR42,677.05,8.04
AT21-FR43,AT21,FR43,761.29,9.14
AT21-FR51,AT21,FR51,1353,16.52
AT21-FR52,AT21,FR52,1523.87,18.87
AT21-FR53,AT21,FR53,1319.72,15.9
AT21-FR61,AT21,FR61,1423.71,16.63
AT21-FR62,AT21,FR62,1305.98,15.05
AT21-FR63,AT21,FR63,1202.74,14.26
AT21-FR71,AT21,FR71,875.82,10.22
AT21-FR72,AT21,FR72,1091.22,12.87
AT21-FR81,AT21,FR81,1143.56,13.19
AT21-FR82,AT21,FR82,916.71,10.49
AT21-FR83,AT21,FR83,807.01,8.64
AT21-HR03,AT21,HR03,423.88,4.46
AT21-HR04,AT21,HR04,368.8,4.35
AT21-HU10,AT21,HU10,502.74,6.07
AT21-HU21,AT21,HU21,388.62,4.69
AT21-HU22,AT21,HU22,329.82,3.95
AT21-HU23,AT21,HU23,388.77,4.66
AT21-HU31,AT21,HU31,649.34,7.78
AT21-HU32,AT21,HU32,677.1,8.28
AT21-HU33,AT21,HU33,605.4,7.23
AT21-IE01,AT21,IE01,2082.89,26.18
AT21-IE02,AT21,IE02,2067.7,25.72
AT21-ITC1,AT21,ITC1,590.17,6.89
AT21-ITC2,AT21,ITC2,642.35,7.65
AT21-ITC3,AT21,ITC3,613.57,6.86
AT21-ITC4,AT21,ITC4,454.78,5.23
AT21-ITF1,AT21,ITF1,748.98,7.91
AT21-ITF2,AT21,ITF2,849.22,8.99
AT21-ITF3,AT21,ITF3,952.08,9.98
AT21-ITF4,AT21,ITF4,931.27,9.79
AT21-ITF5,AT21,ITF5,1004.6,10.53
AT21-ITF6,AT21,ITF6,1180.6,12.25
AT21-ITG1,AT21,ITG1,1348.91,13.7
AT21-ITG2,AT21,ITG2,1097.78,11.51
AT21-ITH1,AT21,ITH1,212.96,2.57
AT21-ITH2,AT21,ITH2,294.88,3.45
AT21-ITH3,AT21,ITH3,270.34,3.1
AT21-ITH4,AT21,ITH4,162.4,1.81
AT21-ITH5,AT21,ITH5,448.57,4.96
AT21-ITI1,AT21,ITI1,563.58,6
AT21-ITI2,AT21,ITI2,605.53,6.38
AT21-ITI3,AT21,ITI3,604.03,6.48
AT21-ITI4,AT21,ITI4,769.29,8.02
AT21-LT00,AT21,LT00,1386.06,15.64
AT21-LU00,AT21,LU00,806.38,9.64
AT21-LV00,AT21,LV00,1656.55,18.8
AT21-NL11,AT21,NL11,1081.62,12.24
AT21-NL12,AT21,NL12,1116.83,12.85
AT21-NL13,AT21,NL13,1041.1,11.88
AT21-NL21,AT21,NL21,1024.75,11.68
AT21-NL22,AT21,NL22,982.76,11.29
AT21-NL23,AT21,NL23,1057.19,12.07
AT21-NL31,AT21,NL31,1035.89,12.03
AT21-NL32,AT21,NL32,1104.24,12.79
AT21-NL33,AT21,NL33,1079.56,12.66
AT21-NL34,AT21,NL34,1077.18,12.85
AT21-NL41,AT21,NL41,1001.31,11.76
AT21-NL42,AT21,NL42,931.72,10.87
AT21-PL11,AT21,PL11,859.85,9.56
AT21-PL12,AT21,PL12,965.17,10.9
AT21-PL21,AT21,PL21,746.56,8.77
AT21-PL22,AT21,PL22,679.77,7.73
AT21-PL31,AT21,PL31,1018.63,12.04
AT21-PL32,AT21,PL32,890.34,10.69
AT21-PL33,AT21,PL33,849.58,9.78
AT21-PL34,AT21,PL34,1128.21,12.94
AT21-PL41,AT21,PL41,907.53,9.93
AT21-PL42,AT21,PL42,958.87,10.23
AT21-PL43,AT21,PL43,814.04,8.78
AT21-PL51,AT21,PL51,687.7,7.39
AT21-PL52,AT21,PL52,680.75,7.47
AT21-PL61,AT21,PL61,1011.31,11.03
AT21-PL62,AT21,PL62,1154.03,12.74
AT21-PL63,AT21,PL63,1121.91,12.42
AT21-PT11,AT21,PT11,2265.62,25.79
AT21-PT15,AT21,PT15,2498.49,27.21
AT21-PT16,AT21,PT16,2370.79,26.42
AT21-PT17,AT21,PT17,2483.99,27.32
AT21-PT18,AT21,PT18,2426.02,26.66
AT21-RO11,AT21,RO11,873.11,10.58
AT21-RO12,AT21,RO12,1029.9,12.26
AT21-RO21,AT21,RO21,1208.35,14.54
AT21-RO22,AT21,RO22,1343.03,15.81
AT21-RO31,AT21,RO31,1198.97,14.08
AT21-RO32,AT21,RO32,1242.84,14.58
AT21-RO41,AT21,RO41,1019.61,11.72
AT21-RO42,AT21,RO42,793.33,9.4
AT21-SE11,AT21,SE11,1819.03,20.45
AT21-SE12,AT21,SE12,1726.47,19
AT21-SE21,AT21,SE21,1525.03,16.75
AT21-SE22,AT21,SE22,1301.05,13.77
AT21-SE23,AT21,SE23,1494.37,15.65
AT21-SE31,AT21,SE31,1911.6,20.55
AT21-SE32,AT21,SE32,2206.77,24.42
AT21-SE33,AT21,SE33,2604.1,29.98
AT21-SI03,AT21,SI03,185.65,2.15
AT21-SI04,AT21,SI04,183.52,2.06
AT21-SK01,AT21,SK01,371.59,4.34
AT21-SK02,AT21,SK02,445.62,5.26
AT21-SK03,AT21,SK03,556.33,6.6
AT21-SK04,AT21,SK04,721.42,8.68
AT21-UKC1,AT21,UKC1,1624.45,19.7
AT21-UKC2,AT21,UKC2,1635.86,19.91
AT21-UKD1,AT21,UKD1,1684.19,20.74
AT21-UKD3,AT21,UKD3,1611.16,19.84
AT21-UKD4,AT21,UKD4,1645.47,20.29
AT21-UKD6,AT21,UKD6,1616.01,19.72
AT21-UKD7,AT21,UKD7,1651.6,20.48
AT21-UKE1,AT21,UKE1,1479.16,17.99
AT21-UKE2,AT21,UKE2,1566.69,19.12
AT21-UKE3,AT21,UKE3,1552.21,19.06
AT21-UKE4,AT21,UKE4,1562.15,19.17
AT21-UKF1,AT21,UKF1,1534.6,18.66
AT21-UKF2,AT21,UKF2,1462.17,17.91
AT21-UKF3,AT21,UKF3,1494.68,18.25
AT21-UKG1,AT21,UKG1,1520.55,18.81
AT21-UKG2,AT21,UKG2,1563.01,19.23
AT21-UKG3,AT21,UKG3,1516.69,18.65
AT21-UKH1,AT21,UKH1,1336.07,16.17
AT21-UKH2,AT21,UKH2,1396.19,17.11
AT21-UKH3,AT21,UKH3,1325.67,16.08
AT21-UKI3,AT21,UKI3,1338.79,16.49
AT21-UKI4,AT21,UKI4,1332.34,16.4
AT21-UKI5,AT21,UKI5,1332.84,16.38
AT21-UKI6,AT21,UKI6,1332.68,16.42
AT21-UKI7,AT21,UKI7,1350.45,16.65
AT21-UKJ1,AT21,UKJ1,1417.99,17.53
AT21-UKJ2,AT21,UKJ2,1351.75,16.67
AT21-UKJ3,AT21,UKJ3,1430.12,17.7
AT21-UKJ4,AT21,UKJ4,1272.83,15.64
AT21-UKK1,AT21,UKK1,1509.15,18.72
AT21-UKK2,AT21,UKK2,1528,19.04
AT21-UKK3,AT21,UKK3,1740.12,21.74
AT21-UKK4,AT21,UKK4,1634.54,20.41
AT21-UKL1,AT21,UKL1,1689.7,21.04
AT21-UKL2,AT21,UKL2,1600.17,19.9
AT21-UKM2,AT21,UKM2,1803.93,21.99
AT21-UKM3,AT21,UKM3,1815.49,22.4
AT21-UKM5,AT21,UKM5,1961.25,23.86
AT21-UKM6,AT21,UKM6,2091.07,25.55
AT21-UKN0,AT21,UKN0,2002.85,24.93
AT22-AT11,AT22,AT11,169.19,1.95
AT22-AT12,AT22,AT12,183.11,2.06
AT22-AT13,AT22,AT13,172.21,1.94
AT22-AT21,AT22,AT21,127.96,1.48
AT22-AT22,AT22,AT22,0,0
AT22-AT31,AT22,AT31,158.37,1.8
AT22-AT32,AT22,AT32,202.99,2.46
AT22-AT33,AT22,AT33,335.51,4.07
AT22-AT34,AT22,AT34,498.83,6.11
AT22-BE10,AT22,BE10,1037.69,12.78
AT22-BE21,AT22,BE21,1029.43,12.63
AT22-BE22,AT22,BE22,958.6,11.68
AT22-BE23,AT22,BE23,1084.54,13.4
AT22-BE24,AT22,BE24,1026.47,12.63
AT22-BE25,AT22,BE25,1137.31,14.11
AT22-BE31,AT22,BE31,1025.5,12.44
AT22-BE32,AT22,BE32,1049.53,12.93
AT22-BE33,AT22,BE33,935.42,11.4
AT22-BE34,AT22,BE34,908.66,11.17
AT22-BE35,AT22,BE35,974.25,11.96
AT22-BG31,AT22,BG31,1011.89,11.38
AT22-BG32,AT22,BG32,1192.7,13.52
AT22-BG33,AT22,BG33,1276.32,14.47
AT22-BG34,AT22,BG34,1285.85,14.37
AT22-BG41,AT22,BG41,1041.79,11.49
AT22-BG42,AT22,BG42,1164.03,12.89
